label	sequence	code	agreement	type	reference	HYDDB
WP_015925885.1	WP_015925885.1	A		fefe_A3	reference	fefe_A3
WP_015925732.1	WP_015925732.1	A		fefe_A3	reference	fefe_A3
WP_015925666.1	WP_015925666.1	A		fefe_A3	reference	fefe_A3
WP_015919559.1	WP_015919559.1	A		fefe_A3	reference	fefe_A3
WP_015907776.1	WP_015907776.1	A		fefe_A3	reference	fefe_A3
WP_015878590.1	WP_015878590.1	A		fefe_A3	reference	fefe_A3
WP_015778015.1	WP_015778015.1	A		fefe_A3	reference	fefe_A3
WP_015759215.1	WP_015759215.1	A		fefe_A3	reference	fefe_A3
WP_015739748.1	WP_015739748.1	A		fefe_A3	reference	fefe_A3
WP_015738331.1	WP_015738331.1	A		fefe_A3	reference	fefe_A3
WP_015724590.1	WP_015724590.1	A		fefe_A3	reference	fefe_A3
WP_015724294.1	WP_015724294.1	A		fefe_A3	reference	fefe_A3
WP_015720177.1	WP_015720177.1	A		fefe_A3	reference	fefe_A3
WP_015712312.1	WP_015712312.1	A		fefe_A3	reference	fefe_A3
WP_015706988.1	WP_015706988.1	A		fefe_A3	reference	fefe_A3
WP_015556986.1	WP_015556986.1	A		fefe_A3	reference	fefe_A3
WP_015528256.1	WP_015528256.1	A		fefe_A3	reference	fefe_A3
WP_015518595.1	WP_015518595.1	A		fefe_A3	reference	fefe_A3
WP_015513462.1	WP_015513462.1	A		fefe_A3	reference	fefe_A3
WP_015424900.1	WP_015424900.1	A		fefe_A3	reference	fefe_A3
WP_015394438.1	WP_015394438.1	A		fefe_A3	reference	fefe_A3
WP_015358633.1	WP_015358633.1	A		fefe_A3	reference	fefe_A3
WP_015327873.1	WP_015327873.1	A		fefe_A3	reference	fefe_A3
WP_015326098.1	WP_015326098.1	A		fefe_A3	reference	fefe_A3
WP_014905079.1	WP_014905079.1	A		fefe_A3	reference	fefe_A3
WP_014902186.1	WP_014902186.1	A		fefe_A3	reference	fefe_A3
WP_014901644.1	WP_014901644.1	A		fefe_A3	reference	fefe_A3
WP_014857142.1	WP_014857142.1	A		fefe_A3	reference	fefe_A3
WP_014803888.1	WP_014803888.1	A		fefe_A3	reference	fefe_A3
WP_014795695.1	WP_014795695.1	A		fefe_A3	reference	fefe_A3
WP_014792559.1	WP_014792559.1	A		fefe_A3	reference	fefe_A3
WP_014758969.1	WP_014758969.1	A		fefe_A3	reference	fefe_A3
WP_014559401.1	WP_014559401.1	A		fefe_A3	reference	fefe_A3
WP_014553773.1	WP_014553773.1	A		fefe_A3	reference	fefe_A3
WP_014487195.1	WP_014487195.1	A		fefe_A3	reference	fefe_A3
WP_014456422.1	WP_014456422.1	A		fefe_A3	reference	fefe_A3
WP_014455790.1	WP_014455790.1	A		fefe_A3	reference	fefe_A3
WP_014451418.1	WP_014451418.1	A		fefe_A3	reference	fefe_A3
WP_014425762.1	WP_014425762.1	A		fefe_A3	reference	fefe_A3
WP_014413848.1	WP_014413848.1	A		fefe_A3	reference	fefe_A3
WP_014357048.1	WP_014357048.1	A		fefe_A3	reference	fefe_A3
WP_014296497.1	WP_014296497.1	A		fefe_A3	reference	fefe_A3
WP_014271080.1	WP_014271080.1	A		fefe_A3	reference	fefe_A3
WP_014254579.1	WP_014254579.1	A		fefe_A3	reference	fefe_A3
WP_014187542.1	WP_014187542.1	A		fefe_A3	reference	fefe_A3
WP_014187152.1	WP_014187152.1	A		fefe_A3	reference	fefe_A3
WP_014184036.1	WP_014184036.1	A		fefe_A3	reference	fefe_A3
WP_014117537.1	WP_014117537.1	A		fefe_A3	reference	fefe_A3
WP_014062655.1	WP_014062655.1	A		fefe_A3	reference	fefe_A3
WP_013970147.1	WP_013970147.1	A		fefe_A3	reference	fefe_A3
WP_013931427.1	WP_013931427.1	A		fefe_A3	reference	fefe_A3
WP_013843380.1	WP_013843380.1	A		fefe_A3	reference	fefe_A3
WP_013842583.1	WP_013842583.1	A		fefe_A3	reference	fefe_A3
WP_013842395.1	WP_013842395.1	A		fefe_A3	reference	fefe_A3
WP_013842391.1	WP_013842391.1	A		fefe_A3	reference	fefe_A3
WP_013840577.1	WP_013840577.1	A		fefe_A3	reference	fefe_A3
WP_013824004.1	WP_013824004.1	A		fefe_A3	reference	fefe_A3
WP_013823357.1	WP_013823357.1	A		fefe_A3	reference	fefe_A3
WP_013810492.1	WP_013810492.1	A		fefe_A3	reference	fefe_A3
WP_013810075.1	WP_013810075.1	A		fefe_A3	reference	fefe_A3
WP_013809932.1	WP_013809932.1	A		fefe_A3	reference	fefe_A3
WP_013787823.1	WP_013787823.1	A		fefe_A3	reference	fefe_A3
WP_013781004.1	WP_013781004.1	A		fefe_A3	reference	fefe_A3
WP_013780878.1	WP_013780878.1	A		fefe_A3	reference	fefe_A3
WP_013779523.1	WP_013779523.1	A		fefe_A3	reference	fefe_A3
WP_013778939.1	WP_013778939.1	A		fefe_A3	reference	fefe_A3
WP_013757500.1	WP_013757500.1	A		fefe_A3	reference	fefe_A3
WP_013756843.1	WP_013756843.1	A		fefe_A3	reference	fefe_A3
WP_013657394.1	WP_013657394.1	A		fefe_A3	reference	fefe_A3
WP_013656601.1	WP_013656601.1	A		fefe_A3	reference	fefe_A3
WP_013637757.1	WP_013637757.1	A		fefe_A3	reference	fefe_A3
WP_013626003.1	WP_013626003.1	A		fefe_A3	reference	fefe_A3
WP_013625342.1	WP_013625342.1	A		fefe_A3	reference	fefe_A3
WP_013625341.1	WP_013625341.1	A		fefe_A3	reference	fefe_A3
WP_013610540.1	WP_013610540.1	A		fefe_A3	reference	fefe_A3
WP_013607980.1	WP_013607980.1	A		fefe_A3	reference	fefe_A3
WP_013607267.1	WP_013607267.1	A		fefe_A3	reference	fefe_A3
WP_013486450.1	WP_013486450.1	A		fefe_A3	reference	fefe_A3
WP_013430372.1	WP_013430372.1	A		fefe_A3	reference	fefe_A3
WP_013412032.1	WP_013412032.1	A		fefe_A3	reference	fefe_A3
WP_013406351.1	WP_013406351.1	A		fefe_A3	reference	fefe_A3
WP_013406264.1	WP_013406264.1	A		fefe_A3	reference	fefe_A3
WP_013403316.1	WP_013403316.1	A		fefe_A3	reference	fefe_A3
WP_013387669.1	WP_013387669.1	A		fefe_A3	reference	fefe_A3
WP_013387146.1	WP_013387146.1	A		fefe_A3	reference	fefe_A3
WP_013387085.1	WP_013387085.1	A		fefe_A3	reference	fefe_A3
WP_013379183.1	WP_013379183.1	A		fefe_A3	reference	fefe_A3
WP_013314154.1	WP_013314154.1	A		fefe_A3	reference	fefe_A3
WP_013313426.1	WP_013313426.1	A		fefe_A3	reference	fefe_A3
WP_013297608.1	WP_013297608.1	A		fefe_A3	reference	fefe_A3
WP_013290549.1	WP_013290549.1	A		fefe_A3	reference	fefe_A3
WP_013278831.1	WP_013278831.1	A		fefe_A3	reference	fefe_A3
WP_013277266.1	WP_013277266.1	A		fefe_A3	reference	fefe_A3
WP_013277223.1	WP_013277223.1	A		fefe_A3	reference	fefe_A3
WP_013275513.1	WP_013275513.1	A		fefe_A3	reference	fefe_A3
WP_013275360.1	WP_013275360.1	A		fefe_A3	reference	fefe_A3
WP_013273987.1	WP_013273987.1	A		fefe_A3	reference	fefe_A3
WP_013256232.1	WP_013256232.1	A		fefe_A3	reference	fefe_A3
WP_013253085.1	WP_013253085.1	A		fefe_A3	reference	fefe_A3
WP_013252975.1	WP_013252975.1	A		fefe_A3	reference	fefe_A3
WP_013238135.1	WP_013238135.1	A		fefe_A3	reference	fefe_A3
WP_013174729.1	WP_013174729.1	A		fefe_A3	reference	fefe_A3
WP_013120942.1	WP_013120942.1	A		fefe_A3	reference	fefe_A3
WP_013114605.1	WP_013114605.1	A		fefe_A3	reference	fefe_A3
WP_012994913.1	WP_012994913.1	A		fefe_A3	reference	fefe_A3
WP_012868906.1	WP_012868906.1	A		fefe_A3	reference	fefe_A3
WP_012863017.1	WP_012863017.1	A		fefe_A3	reference	fefe_A3
WP_012860094.1	WP_012860094.1	A		fefe_A3	reference	fefe_A3
WP_012671982.1	WP_012671982.1	A		fefe_A3	reference	fefe_A3
WP_012635578.1	WP_012635578.1	A		fefe_A3	reference	fefe_A3
WP_012635141.1	WP_012635141.1	A		fefe_A3	reference	fefe_A3
WP_012582935.1	WP_012582935.1	A		fefe_A3	reference	fefe_A3
WP_012579795.1	WP_012579795.1	A		fefe_A3	reference	fefe_A3
WP_012548684.1	WP_012548684.1	A		fefe_A3	reference	fefe_A3
WP_012546840.1	WP_012546840.1	A		fefe_A3	reference	fefe_A3
WP_012543947.1	WP_012543947.1	A		fefe_A3	reference	fefe_A3
WP_012414703.1	WP_012414703.1	A		fefe_A3	reference	fefe_A3
WP_012374366.1	WP_012374366.1	A		fefe_A3	reference	fefe_A3
WP_012311063.1	WP_012311063.1	A		fefe_A3	reference	fefe_A3
WP_012302631.1	WP_012302631.1	A		fefe_A3	reference	fefe_A3
WP_012302431.1	WP_012302431.1	A		fefe_A3	reference	fefe_A3
WP_012301316.1	WP_012301316.1	A		fefe_A3	reference	fefe_A3
WP_012301314.1	WP_012301314.1	A		fefe_A3	reference	fefe_A3
WP_012282074.1	WP_012282074.1	A		fefe_A3	reference	fefe_A3
WP_012208968.1	WP_012208968.1	A		fefe_A3	reference	fefe_A3
WP_012158849.1	WP_012158849.1	A		fefe_A3	reference	fefe_A3
WP_012158789.1	WP_012158789.1	A		fefe_A3	reference	fefe_A3
WP_012065136.1	WP_012065136.1	A		fefe_A3	reference	fefe_A3
WP_012056718.1	WP_012056718.1	A		fefe_A3	reference	fefe_A3
WP_012033166.1	WP_012033166.1	A		fefe_A3	reference	fefe_A3
WP_012032547.1	WP_012032547.1	A		fefe_A3	reference	fefe_A3
WP_012002999.1	WP_012002999.1	A		fefe_A3	reference	fefe_A3
WP_011993415.1	WP_011993415.1	A		fefe_A3	reference	fefe_A3
WP_011971774.1	WP_011971774.1	A		fefe_A3	reference	fefe_A3
WP_011879575.1	WP_011879575.1	A		fefe_A3	reference	fefe_A3
WP_011877997.1	WP_011877997.1	A		fefe_A3	reference	fefe_A3
WP_011877994.1	WP_011877994.1	A		fefe_A3	reference	fefe_A3
WP_011876846.1	WP_011876846.1	A		fefe_A3	reference	fefe_A3
WP_011735399.1	WP_011735399.1	A		fefe_A3	reference	fefe_A3
WP_011721785.1	WP_011721785.1	A		fefe_A3	reference	fefe_A3
WP_011697714.1	WP_011697714.1	A		fefe_A3	reference	fefe_A3
WP_011640436.1	WP_011640436.1	A		fefe_A3	reference	fefe_A3
WP_011417004.1	WP_011417004.1	A		fefe_A3	reference	fefe_A3
WP_011393219.1	WP_011393219.1	A		fefe_A3	reference	fefe_A3
WP_011341365.1	WP_011341365.1	A		fefe_A3	reference	fefe_A3
WP_011341336.1	WP_011341336.1	A		fefe_A3	reference	fefe_A3
WP_010935952.1	WP_010935952.1	A		fefe_A3	reference	fefe_A3
WP_010780462.1	WP_010780462.1	A		fefe_A3	reference	fefe_A3
WP_010753129.1	WP_010753129.1	A		fefe_A3	reference	fefe_A3
WP_010746116.1	WP_010746116.1	A		fefe_A3	reference	fefe_A3
WP_010740236.1	WP_010740236.1	A		fefe_A3	reference	fefe_A3
WP_010680344.1	WP_010680344.1	A		fefe_A3	reference	fefe_A3
WP_010665320.1	WP_010665320.1	A		fefe_A3	reference	fefe_A3
WP_010663850.1	WP_010663850.1	A		fefe_A3	reference	fefe_A3
WP_010537425.1	WP_010537425.1	A		fefe_A3	reference	fefe_A3
WP_010296962.1	WP_010296962.1	A		fefe_A3	reference	fefe_A3
WP_010251944.1	WP_010251944.1	A		fefe_A3	reference	fefe_A3
WP_010250812.1	WP_010250812.1	A		fefe_A3	reference	fefe_A3
WP_010250212.1	WP_010250212.1	A		fefe_A3	reference	fefe_A3
WP_010076791.1	WP_010076791.1	A		fefe_A3	reference	fefe_A3
WP_009620217.1	WP_009620217.1	A		fefe_A3	reference	fefe_A3
WP_009617408.1	WP_009617408.1	A		fefe_A3	reference	fefe_A3
WP_009609852.1	WP_009609852.1	A		fefe_A3	reference	fefe_A3
WP_009145651.1	WP_009145651.1	A		fefe_A3	reference	fefe_A3
WP_009132358.1	WP_009132358.1	A		fefe_A3	reference	fefe_A3
WP_008909765.1	WP_008909765.1	A		fefe_A3	reference	fefe_A3
WP_008907580.1	WP_008907580.1	A		fefe_A3	reference	fefe_A3
WP_008824689.1	WP_008824689.1	A		fefe_A3	reference	fefe_A3
WP_008728072.1	WP_008728072.1	A		fefe_A3	reference	fefe_A3
WP_008711190.1	WP_008711190.1	A		fefe_A3	reference	fefe_A3
WP_008708834.1	WP_008708834.1	A		fefe_A3	reference	fefe_A3
WP_008538939.1	WP_008538939.1	A		fefe_A3	reference	fefe_A3
WP_008521264.1	WP_008521264.1	A		fefe_A3	reference	fefe_A3
WP_008411510.1	WP_008411510.1	A		fefe_A3	reference	fefe_A3
WP_008410459.1	WP_008410459.1	A		fefe_A3	reference	fefe_A3
WP_008410175.1	WP_008410175.1	A		fefe_A3	reference	fefe_A3
WP_008410064.1	WP_008410064.1	A		fefe_A3	reference	fefe_A3
WP_008410059.1	WP_008410059.1	A		fefe_A3	reference	fefe_A3
WP_008371804.1	WP_008371804.1	A		fefe_A3	reference	fefe_A3
WP_008157755.1	WP_008157755.1	A		fefe_A3	reference	fefe_A3
WP_008021616.1	WP_008021616.1	A		fefe_A3	reference	fefe_A3
WP_007953234.1	WP_007953234.1	A		fefe_A3	reference	fefe_A3
WP_007952324.1	WP_007952324.1	A		fefe_A3	reference	fefe_A3
WP_007862872.1	WP_007862872.1	A		fefe_A3	reference	fefe_A3
WP_007862869.1	WP_007862869.1	A		fefe_A3	reference	fefe_A3
WP_007783548.1	WP_007783548.1	A		fefe_A3	reference	fefe_A3
WP_007779133.1	WP_007779133.1	A		fefe_A3	reference	fefe_A3
WP_007715797.1	WP_007715797.1	A		fefe_A3	reference	fefe_A3
WP_007656765.1	WP_007656765.1	A		fefe_A3	reference	fefe_A3
WP_007288799.1	WP_007288799.1	A		fefe_A3	reference	fefe_A3
WP_007286821.1	WP_007286821.1	A		fefe_A3	reference	fefe_A3
WP_007216264.1	WP_007216264.1	A		fefe_A3	reference	fefe_A3
WP_007062593.1	WP_007062593.1	A		fefe_A3	reference	fefe_A3
WP_007060145.1	WP_007060145.1	A		fefe_A3	reference	fefe_A3
WP_007050317.1	WP_007050317.1	A		fefe_A3	reference	fefe_A3
WP_007049858.1	WP_007049858.1	A		fefe_A3	reference	fefe_A3
WP_007039337.1	WP_007039337.1	A		fefe_A3	reference	fefe_A3
WP_006928134.1	WP_006928134.1	A		fefe_A3	reference	fefe_A3
WP_006876820.1	WP_006876820.1	A		fefe_A3	reference	fefe_A3
WP_006861102.1	WP_006861102.1	A		fefe_A3	reference	fefe_A3
WP_006778965.1	WP_006778965.1	A		fefe_A3	reference	fefe_A3
WP_006584326.1	WP_006584326.1	A		fefe_A3	reference	fefe_A3
WP_006573275.1	WP_006573275.1	A		fefe_A3	reference	fefe_A3
WP_006570153.1	WP_006570153.1	A		fefe_A3	reference	fefe_A3
WP_006567084.1	WP_006567084.1	A		fefe_A3	reference	fefe_A3
WP_006524080.1	WP_006524080.1	A		fefe_A3	reference	fefe_A3
WP_006522262.1	WP_006522262.1	A		fefe_A3	reference	fefe_A3
WP_006521126.1	WP_006521126.1	A		fefe_A3	reference	fefe_A3
WP_006444067.1	WP_006444067.1	A		fefe_A3	reference	fefe_A3
WP_006442445.1	WP_006442445.1	A		fefe_A3	reference	fefe_A3
WP_006352890.1	WP_006352890.1	A		fefe_A3	reference	fefe_A3
WP_006299828.1	WP_006299828.1	A		fefe_A3	reference	fefe_A3
WP_006191642.1	WP_006191642.1	A		fefe_A3	reference	fefe_A3
WP_006059213.1	WP_006059213.1	A		fefe_A3	reference	fefe_A3
WP_005991663.1	WP_005991663.1	A		fefe_A3	reference	fefe_A3
WP_005990603.1	WP_005990603.1	A		fefe_A3	reference	fefe_A3
WP_005980462.1	WP_005980462.1	A		fefe_A3	reference	fefe_A3
WP_005952705.1	WP_005952705.1	A		fefe_A3	reference	fefe_A3
WP_005950651.1	WP_005950651.1	A		fefe_A3	reference	fefe_A3
WP_005941255.1	WP_005941255.1	A		fefe_A3	reference	fefe_A3
WP_005931733.1	WP_005931733.1	A		fefe_A3	reference	fefe_A3
WP_005841395.1	WP_005841395.1	A		fefe_A3	reference	fefe_A3
WP_005836595.1	WP_005836595.1	A		fefe_A3	reference	fefe_A3
WP_005680505.1	WP_005680505.1	A		fefe_A3	reference	fefe_A3
WP_005643305.1	WP_005643305.1	A		fefe_A3	reference	fefe_A3
WP_005541293.1	WP_005541293.1	A		fefe_A3	reference	fefe_A3
WP_005487325.1	WP_005487325.1	A		fefe_A3	reference	fefe_A3
WP_005487095.1	WP_005487095.1	A		fefe_A3	reference	fefe_A3
WP_005367839.1	WP_005367839.1	A		fefe_A3	reference	fefe_A3
WP_005333143.1	WP_005333143.1	A		fefe_A3	reference	fefe_A3
WP_005038259.1	WP_005038259.1	A		fefe_A3	reference	fefe_A3
WP_005034114.1	WP_005034114.1	A		fefe_A3	reference	fefe_A3
WP_005033810.1	WP_005033810.1	A		fefe_A3	reference	fefe_A3
WP_004844038.1	WP_004844038.1	A		fefe_A3	reference	fefe_A3
WP_004835820.1	WP_004835820.1	A		fefe_A3	reference	fefe_A3
WP_004816070.1	WP_004816070.1	A		fefe_A3	reference	fefe_A3
WP_004630049.1	WP_004630049.1	A		fefe_A3	reference	fefe_A3
WP_004629507.1	WP_004629507.1	A		fefe_A3	reference	fefe_A3
WP_004614049.1	WP_004614049.1	A		fefe_A3	reference	fefe_A3
WP_004610503.1	WP_004610503.1	A		fefe_A3	reference	fefe_A3
WP_004608286.1	WP_004608286.1	A		fefe_A3	reference	fefe_A3
WP_004401666.1	WP_004401666.1	A		fefe_A3	reference	fefe_A3
WP_004329321.1	WP_004329321.1	A		fefe_A3	reference	fefe_A3
WP_004319661.1	WP_004319661.1	A		fefe_A3	reference	fefe_A3
WP_004081677.1	WP_004081677.1	A		fefe_A3	reference	fefe_A3
WP_003870979.1	WP_003870979.1	A		fefe_A3	reference	fefe_A3
WP_003543871.1	WP_003543871.1	A		fefe_A3	reference	fefe_A3
WP_003541670.1	WP_003541670.1	A		fefe_A3	reference	fefe_A3
WP_003540305.1	WP_003540305.1	A		fefe_A3	reference	fefe_A3
WP_003534157.1	WP_003534157.1	A		fefe_A3	reference	fefe_A3
WP_003519061.1	WP_003519061.1	A		fefe_A3	reference	fefe_A3
WP_003512584.1	WP_003512584.1	A		fefe_A3	reference	fefe_A3
WP_003507872.1	WP_003507872.1	A		fefe_A3	reference	fefe_A3
WP_003138680.1	WP_003138680.1	A		fefe_A3	reference	fefe_A3
WP_003020884.1	WP_003020884.1	A		fefe_A3	reference	fefe_A3
WP_002853139.1	WP_002853139.1	A		fefe_A3	reference	fefe_A3
WP_002730048.1	WP_002730048.1	A		fefe_A3	reference	fefe_A3
WP_002580338.1	WP_002580338.1	A		fefe_A3	reference	fefe_A3
WP_002570913.1	WP_002570913.1	A		fefe_A3	reference	fefe_A3
WP_002568591.1	WP_002568591.1	A		fefe_A3	reference	fefe_A3
KFZ27631.1	KFZ27631.1	A		fefe_A3	reference	fefe_A3
KFZ26040.1	KFZ26040.1	A		fefe_A3	reference	fefe_A3
KFZ25760.1	KFZ25760.1	A		fefe_A3	reference	fefe_A3
AIO19709.1	AIO19709.1	A		fefe_A3	reference	fefe_A3
AIO19694.1	AIO19694.1	A		fefe_A3	reference	fefe_A3
AIO18671.1	AIO18671.1	A		fefe_A3	reference	fefe_A3
AIO18212.1	AIO18212.1	A		fefe_A3	reference	fefe_A3
WP_028591227.1	WP_028591227.1	A		fefe_A4	reference	fefe_A4
WP_027721164.1	WP_027721164.1	A		fefe_A4	reference	fefe_A4
WP_027186285.1	WP_027186285.1	A		fefe_A4	reference	fefe_A4
WP_026885750.1	WP_026885750.1	A		fefe_A4	reference	fefe_A4
WP_025700928.1	WP_025700928.1	A		fefe_A4	reference	fefe_A4
WP_025688954.1	WP_025688954.1	A		fefe_A4	reference	fefe_A4
WP_024825939.1	WP_024825939.1	A		fefe_A4	reference	fefe_A4
WP_023975234.1	WP_023975234.1	A		fefe_A4	reference	fefe_A4
WP_023162857.1	WP_023162857.1	A		fefe_A4	reference	fefe_A4
WP_021432325.1	WP_021432325.1	A		fefe_A4	reference	fefe_A4
WP_018884458.1	WP_018884458.1	A		fefe_A4	reference	fefe_A4
WP_018591881.1	WP_018591881.1	A		fefe_A4	reference	fefe_A4
WP_016822145.1	WP_016822145.1	A		fefe_A4	reference	fefe_A4
WP_015707165.1	WP_015707165.1	A		fefe_A4	reference	fefe_A4
WP_015337360.1	WP_015337360.1	A		fefe_A4	reference	fefe_A4
WP_014355220.1	WP_014355220.1	A		fefe_A4	reference	fefe_A4
WP_014282026.1	WP_014282026.1	A		fefe_A4	reference	fefe_A4
WP_013275594.1	WP_013275594.1	A		fefe_A4	reference	fefe_A4
WP_013238388.1	WP_013238388.1	A		fefe_A4	reference	fefe_A4
WP_013237377.1	WP_013237377.1	A		fefe_A4	reference	fefe_A4
WP_012765956.1	WP_012765956.1	A		fefe_A4	reference	fefe_A4
WP_012662530.1	WP_012662530.1	A		fefe_A4	reference	fefe_A4
WP_012031839.1	WP_012031839.1	A		fefe_A4	reference	fefe_A4
WP_011989407.1	WP_011989407.1	A		fefe_A4	reference	fefe_A4
WP_011393383.1	WP_011393383.1	A		fefe_A4	reference	fefe_A4
WP_011388063.1	WP_011388063.1	A		fefe_A4	reference	fefe_A4
WP_011366599.1	WP_011366599.1	A		fefe_A4	reference	fefe_A4
WP_011187724.1	WP_011187724.1	A		fefe_A4	reference	fefe_A4
WP_010345843.1	WP_010345843.1	A		fefe_A4	reference	fefe_A4
WP_010295100.1	WP_010295100.1	A		fefe_A4	reference	fefe_A4
WP_007960496.1	WP_007960496.1	A		fefe_A4	reference	fefe_A4
WP_007285433.1	WP_007285433.1	A		fefe_A4	reference	fefe_A4
WP_007063270.1	WP_007063270.1	A		fefe_A4	reference	fefe_A4
XP_008856018.1	XP_008856018.1	3		fefe_B	reference	fefe_B
WP_032509674.1	WP_032509674.1	3		fefe_B	reference	fefe_B
WP_032508759.1	WP_032508759.1	3		fefe_B	reference	fefe_B
WP_029502583.1	WP_029502583.1	3		fefe_B	reference	fefe_B
WP_029452114.1	WP_029452114.1	3		fefe_B	reference	fefe_B
WP_029451048.1	WP_029451048.1	3		fefe_B	reference	fefe_B
WP_028830146.1	WP_028830146.1	3		fefe_B	reference	fefe_B
WP_028726954.1	WP_028726954.1	3		fefe_B	reference	fefe_B
WP_028527755.1	WP_028527755.1	3		fefe_B	reference	fefe_B
WP_028329580.1	WP_028329580.1	3		fefe_B	reference	fefe_B
WP_028263961.1	WP_028263961.1	3		fefe_B	reference	fefe_B
WP_028085756.1	WP_028085756.1	3		fefe_B	reference	fefe_B
WP_028044437.1	WP_028044437.1	3		fefe_B	reference	fefe_B
WP_027937376.1	WP_027937376.1	3		fefe_B	reference	fefe_B
WP_027642984.1	WP_027642984.1	3		fefe_B	reference	fefe_B
WP_027640431.1	WP_027640431.1	3		fefe_B	reference	fefe_B
WP_027639106.1	WP_027639106.1	3		fefe_B	reference	fefe_B
WP_027637669.1	WP_027637669.1	3		fefe_B	reference	fefe_B
WP_027634587.1	WP_027634587.1	3		fefe_B	reference	fefe_B
WP_027633478.1	WP_027633478.1	3		fefe_B	reference	fefe_B
WP_027629995.1	WP_027629995.1	3		fefe_B	reference	fefe_B
WP_027626678.1	WP_027626678.1	3		fefe_B	reference	fefe_B
WP_027625395.1	WP_027625395.1	3		fefe_B	reference	fefe_B
WP_027365621.1	WP_027365621.1	3		fefe_B	reference	fefe_B
WP_027207458.1	WP_027207458.1	3		fefe_B	reference	fefe_B
WP_027202830.1	WP_027202830.1	3		fefe_B	reference	fefe_B
WP_027098927.1	WP_027098927.1	3		fefe_B	reference	fefe_B
WP_027098445.1	WP_027098445.1	3		fefe_B	reference	fefe_B
WP_027095964.1	WP_027095964.1	3		fefe_B	reference	fefe_B
WP_027090514.1	WP_027090514.1	3		fefe_B	reference	fefe_B
WP_026939128.1	WP_026939128.1	3		fefe_B	reference	fefe_B
WP_026894721.1	WP_026894721.1	3		fefe_B	reference	fefe_B
WP_026894367.1	WP_026894367.1	3		fefe_B	reference	fefe_B
WP_026892187.1	WP_026892187.1	3		fefe_B	reference	fefe_B
WP_026891848.1	WP_026891848.1	3		fefe_B	reference	fefe_B
WP_026887424.1	WP_026887424.1	3		fefe_B	reference	fefe_B
WP_026886567.1	WP_026886567.1	3		fefe_B	reference	fefe_B
WP_026881775.1	WP_026881775.1	3		fefe_B	reference	fefe_B
WP_025868115.1	WP_025868115.1	3		fefe_B	reference	fefe_B
WP_025864379.1	WP_025864379.1	3		fefe_B	reference	fefe_B
WP_025640716.1	WP_025640716.1	3		fefe_B	reference	fefe_B
WP_025075971.1	WP_025075971.1	3		fefe_B	reference	fefe_B
WP_024988140.1	WP_024988140.1	3		fefe_B	reference	fefe_B
WP_024933083.1	WP_024933083.1	3		fefe_B	reference	fefe_B
WP_024932223.1	WP_024932223.1	3		fefe_B	reference	fefe_B
WP_024622567.1	WP_024622567.1	3		fefe_B	reference	fefe_B
WP_024621657.1	WP_024621657.1	3		fefe_B	reference	fefe_B
WP_023976023.1	WP_023976023.1	3		fefe_B	reference	fefe_B
WP_023975043.1	WP_023975043.1	3		fefe_B	reference	fefe_B
WP_023920581.1	WP_023920581.1	3		fefe_B	reference	fefe_B
WP_023436998.1	WP_023436998.1	3		fefe_B	reference	fefe_B
WP_023386490.1	WP_023386490.1	3		fefe_B	reference	fefe_B
WP_022931411.1	WP_022931411.1	3		fefe_B	reference	fefe_B
WP_022746733.1	WP_022746733.1	3		fefe_B	reference	fefe_B
WP_022743703.1	WP_022743703.1	3		fefe_B	reference	fefe_B
WP_022418160.1	WP_022418160.1	3		fefe_B	reference	fefe_B
WP_022278255.1	WP_022278255.1	3		fefe_B	reference	fefe_B
WP_022195425.1	WP_022195425.1	3		fefe_B	reference	fefe_B
WP_022187469.1	WP_022187469.1	3		fefe_B	reference	fefe_B
WP_022078722.1	WP_022078722.1	3		fefe_B	reference	fefe_B
WP_021874508.1	WP_021874508.1	3		fefe_B	reference	fefe_B
WP_021803667.1	WP_021803667.1	3		fefe_B	reference	fefe_B
WP_021800342.1	WP_021800342.1	3		fefe_B	reference	fefe_B
WP_021724994.1	WP_021724994.1	3		fefe_B	reference	fefe_B
WP_021644837.1	WP_021644837.1	3		fefe_B	reference	fefe_B
WP_021626398.1	WP_021626398.1	3		fefe_B	reference	fefe_B
WP_021170205.1	WP_021170205.1	3		fefe_B	reference	fefe_B
WP_020073385.1	WP_020073385.1	3		fefe_B	reference	fefe_B
WP_020073353.1	WP_020073353.1	3		fefe_B	reference	fefe_B
WP_020005910.1	WP_020005910.1	3		fefe_B	reference	fefe_B
WP_019893070.1	WP_019893070.1	3		fefe_B	reference	fefe_B
WP_019880475.1	WP_019880475.1	3		fefe_B	reference	fefe_B
WP_019554692.1	WP_019554692.1	3		fefe_B	reference	fefe_B
WP_018703126.1	WP_018703126.1	3		fefe_B	reference	fefe_B
WP_018526486.1	WP_018526486.1	3		fefe_B	reference	fefe_B
WP_018357720.1	WP_018357720.1	3		fefe_B	reference	fefe_B
WP_018338302.1	WP_018338302.1	3		fefe_B	reference	fefe_B
WP_018248337.1	WP_018248337.1	3		fefe_B	reference	fefe_B
WP_018247956.1	WP_018247956.1	3		fefe_B	reference	fefe_B
WP_018086727.1	WP_018086727.1	3		fefe_B	reference	fefe_B
WP_017753183.1	WP_017753183.1	3		fefe_B	reference	fefe_B
WP_017751925.1	WP_017751925.1	3		fefe_B	reference	fefe_B
